Product_name,Product_Brand,Product_Image,Product_Price,Product_Reviews,Product_Rating,output
"Women’s Trousers Green Stretchy Trousers with Unique Design Full Length Trousers with Elastic Waist, Boost Your Style with Casual Trousers for Women & Girls",DARZI,https://m.media-amazon.com/images/I/61-xJ20HceL._AC_UL400_.jpg,499,,,trousers
Men Trousers,Arrow,https://m.media-amazon.com/images/I/61ug+kyjItL._AC_UL400_.jpg,1079,,,trousers
Men's Regular Trouser,Park Avenue,https://m.media-amazon.com/images/I/71dYcowqUXL._AC_UL400_.jpg,999,10,3.3,trousers
Grey Men Trousers,Pepe Jeans,https://m.media-amazon.com/images/I/71Tkn2rszyL._AC_UL400_.jpg,1354,62,3.7,trousers
Women's Regular Trousers,Aurelia,https://m.media-amazon.com/images/I/61skR4-F-iL._AC_UL400_.jpg,479,5,4.7,trousers
Men Formal Trouser,Arrow,https://m.media-amazon.com/images/I/61gIRWVRCZL._AC_UL400_.jpg,1049,,,trousers
Men Casual Pants,Peter England,https://m.media-amazon.com/images/I/51Q1y06QYEL._AC_UL400_.jpg,1099,3,2.1,trousers
Men's Formal B-95 Slim Fit Stretchable Trousers-BP-S-DO-Kennel,blackberrys,https://m.media-amazon.com/images/I/71WtosRbugL._AC_UL400_.jpg,1557,4,5.0,trousers
Trouser for Mens,Generic,https://m.media-amazon.com/images/I/31noiFxmwkL._AC_UL400_.jpg,265,,,trousers
Men Cream Solid Trousers,Crimsoune Club,https://m.media-amazon.com/images/I/41HIcIAkvNL._AC_UL400_.jpg,999,,,trousers
Women's || Girl's Slim Fit Elastic Waist Casual Cotton Stretchable Trouser Pant,BHARVITA,https://m.media-amazon.com/images/I/81qVGRUvl+L._AC_UL400_.jpg,299,,,trousers
Women's Slim Fit Casual Trousers,THEFATILOOK,https://m.media-amazon.com/images/I/41l7mDoS0WL._AC_UL400_.jpg,260,52,4.3,trousers
Men's Casual Trousers,Ruggers by Unlimited,https://m.media-amazon.com/images/I/61meW3T13-L._AC_UL400_.jpg,,1618,3.8,trousers
Dark Grey Trouser,Park Avenue,https://m.media-amazon.com/images/I/515JCEfqDeL._AC_UL400_.jpg,1039,,,trousers
Men's Slim Casual Trousers,Van Heusen,https://m.media-amazon.com/images/I/81hyYmQEvSL._AC_UL400_.jpg,2299,5,4.1,trousers
Women's Regular Fit Elastic High Waist Flare Leg Elegant Casual Pull on Trousers,dockstreet,https://m.media-amazon.com/images/I/51sETV7Gi8L._AC_UL400_.jpg,698,2,5.0,trousers
Black Trouser,Colorplus,https://m.media-amazon.com/images/I/71oAIP9+S4L._AC_UL400_.jpg,1879,1,2.0,trousers
Women's Slim Pants (60585545017_Heather,Marks & Spencer,https://m.media-amazon.com/images/I/81gbatTggiL._AC_UL400_.jpg,2069,,,trousers
Women's High-Rise Smart Fit Formal Trousers,XPOSE,https://m.media-amazon.com/images/I/51T7cshl30L._AC_UL400_.jpg,899,15,4.0,trousers
Men's Slim Fit Formal Trousers,Peter England,https://m.media-amazon.com/images/I/51YB75eRjmL._AC_UL400_.jpg,749,209,3.8,trousers
Men's Slim Casual Pants,Peter England,https://m.media-amazon.com/images/I/51ZLqC1qgeL._AC_UL400_.jpg,779,33,3.6,trousers
"FAB UNIFORMS Security Guard Trouser (Black, 36)",FAB UNIFORMS,https://m.media-amazon.com/images/I/81ziAJEugeL._AC_UL400_.jpg,499,36,3.7,trousers
Medium Grey Trouser,Raymond,https://m.media-amazon.com/images/I/61sQMVuFmrL._AC_UL400_.jpg,1169,1,5.0,trousers
Men's Solid Formal Regular Fit Wrinkle Free PolyViscose Trousers,McHenry,https://m.media-amazon.com/images/I/61ELAf0ZLcL._AC_UL400_.jpg,924,7148,3.7,trousers
Men's Slim Casual Pants,blackberrys,https://m.media-amazon.com/images/I/81zWFBg8X9L._AC_UL400_.jpg,848,127,3.9,trousers
TROUSER FOR MEN,Generic,https://m.media-amazon.com/images/I/31YGBzVrU6L._AC_UL400_.jpg,750,,,trousers
"US Polo ASSN. Cross Pocket TRS - Solids (Twill), 32 Slim Trouser (USTROO0253_Olive_32)",U.S. POLO ASSN.,https://m.media-amazon.com/images/I/715TaOskFqL._AC_UL400_.jpg,1927,,,trousers
Men's Slim Fit Formal Trousers,Amazon Brand - Symbol,https://m.media-amazon.com/images/I/61JxxjR61XL._AC_UL400_.jpg,799,12839,3.8,trousers
Cotton Formal Men Regular Fit Chinos Trousers,JAINISH,https://m.media-amazon.com/images/I/51Z1iGcFPqL._AC_UL400_.jpg,798,33,2.9,trousers
Navy Blue Trousers,AXL REDIFINING LIFESTYLES,https://m.media-amazon.com/images/I/31m2att1ZCL._AC_UL400_.jpg,250,1,1.0,trousers
"Women's Yoga Dress Pants Stretchy Work Slacks Business Casual Office Straight Leg/Boot-Cut Elastic Waist Regular Fit Trouser Pant (XS, Green) (XS, Pink)",GRECIILOOKS,https://m.media-amazon.com/images/I/51Z6ckrnQrL._AC_UL400_.jpg,299,1844,3.5,trousers
Medium Grey Trouser,Raymond,https://m.media-amazon.com/images/I/61J-WF9pTcL._AC_UL400_.jpg,1034,2,3.0,trousers
Fawn Low Rise Tapered Fit Trouser,Parx,https://m.media-amazon.com/images/I/71pHYLt0qtL._AC_UL400_.jpg,699,265,3.6,trousers
Trouser for Women,FITHUB,https://m.media-amazon.com/images/I/61seHa0e3KL._AC_UL400_.jpg,699,,,trousers
Dark Blue Trouser,Raymond,https://m.media-amazon.com/images/I/51JZdaEThyL._AC_UL400_.jpg,999,1,3.0,trousers
BHAVYA Casual Solid Lycra Trouser for Men & Boys|Men's Casual Trouser,Generic,https://m.media-amazon.com/images/I/31Bs-BHdHNL._AC_UL400_.jpg,359,,,trousers
Men Casual Pants,Allen Solly,https://m.media-amazon.com/images/I/51x+S8D2F8L._AC_UL400_.jpg,1179,2,4.5,trousers
Men's Straight Fit Casual Trousers & Slim fit Trouser,Generic,https://m.media-amazon.com/images/I/41iXtX0e4NL._AC_UL400_.jpg,369,,,trousers
Women's Regular Pants,Jaipur Kurti,https://m.media-amazon.com/images/I/61C6dlbAnWL._AC_UL400_.jpg,529,2789,4.0,trousers
Men's Slim Stretchable Cotton Trousers (AW17TRS-01-25_Light Olive_36W x 31L),Amazon Brand - Symbol,https://m.media-amazon.com/images/I/71hDWXxkd+L._AC_UL400_.jpg,939,51,3.9,trousers
Medium Brown Trousers,Colorplus,https://m.media-amazon.com/images/I/61yKCqO+0hL._AC_UL400_.jpg,1889,,,trousers
Men Cotton Cargo Trouser,Diverse,https://m.media-amazon.com/images/I/71zViVJwZUL._AC_UL400_.jpg,813,97,3.2,trousers
Slim Fit Men Cotton Blend Trousers,cestrum,https://m.media-amazon.com/images/I/61HURPzkemL._AC_UL400_.jpg,499,19,3.0,trousers
Khaki Trousers,Peter England,https://m.media-amazon.com/images/I/51ovNI--N9L._AC_UL400_.jpg,849,44,3.7,trousers
Printed Cotton Mens Stretch Slim Fit Trousers,STOP,https://m.media-amazon.com/images/I/41hJXluwXtL._AC_UL400_.jpg,1499,7,3.7,trousers
"Mens Casual Regular fit Trouser for Men, Color Navy, Size 40 (NavyTrouserF)",hangup,https://m.media-amazon.com/images/I/310O7rrQp9L._AC_UL400_.jpg,799,129,3.5,trousers
Men's Regular Fit Cotton wash Trouser | Casual Cotton Wash Trouser for Men (Beige (Cream)),24 Street,https://m.media-amazon.com/images/I/31LYVC6X16L._AC_UL400_.jpg,755,,,trousers
Women's Tie-Dye Joggers Stretchable Pants |Boot Cut Casual Trousers for Women| Straight Relaxed Fit Trousers,GRECIILOOKS,https://m.media-amazon.com/images/I/51G7TXkAWcL._AC_UL400_.jpg,369,143,3.3,trousers
Women Solid Polyester Blend Orange red Trouser,KOTTY,https://m.media-amazon.com/images/I/61SpLGspvXL._AC_UL400_.jpg,359,3,1.4,trousers
Men's Casual Cargo Trousers - Stretchable Premium Cargo Pants for Men Cotton Trousers Long Military Pants Regular fit Trouser with 4 Pockets,Hubberholme,https://m.media-amazon.com/images/I/61-Brt6SdiL._AC_UL400_.jpg,869,56,4.4,trousers
Men's Slim Fit Cotton Trouser,Peter England,https://m.media-amazon.com/images/I/810LLDqT7XL._AC_UL400_.jpg,799,302,3.9,trousers
Men's Regular Fit Synthetic Trousers (219_BALENO_STEELGREY_AA34_Grey_34),AD & AV,https://m.media-amazon.com/images/I/61Ahv4FNbIL._AC_UL400_.jpg,595,3,4.1,trousers
Men's Slim Solid Pattern Trouser,SAM & JACK,https://m.media-amazon.com/images/I/71p-YtOI2+L._AC_UL400_.jpg,889,21,4.0,trousers
Dark Blue Trouser,Raymond,https://m.media-amazon.com/images/I/510MTkdvW3L._AC_UL400_.jpg,1049,,,trousers
Men's Regular Fit Cotton Blend Trouser,Colorplus,https://m.media-amazon.com/images/I/61AcF5IKNzL._AC_UL400_.jpg,1410,3,4.6,trousers
Boys Khaki Solid Trouser,Gini & Jony,https://m.media-amazon.com/images/I/51MFMDrp6TL._AC_UL400_.jpg,854,2,4.0,trousers
Men's Regular Casual Pants,Jack & Jones,https://m.media-amazon.com/images/I/61NqkufdHWL._AC_UL400_.jpg,1399,2,4.5,trousers
Men's Clean Front Slim fit Casual Trouser Pants (UT Nadal # Lichen Green_ME XL),blackberrys,https://m.media-amazon.com/images/I/410ArZaB2EL._AC_UL400_.jpg,1209,2,3.5,trousers
Men's Regular Fit Cotton wash Trouser | Casual Cotton Wash Trouser for Men (Brown),24 Street,https://m.media-amazon.com/images/I/314GT1SvIHL._AC_UL400_.jpg,755,1,4.0,trousers
Medium Blue Trouser,Parx,https://m.media-amazon.com/images/I/61U6-39JaNL._AC_UL400_.jpg,1199,,,trousers
Men's Slim Casual Trouser,Ruggers by Unlimited,https://m.media-amazon.com/images/I/71LfIHBX0zL._AC_UL400_.jpg,610,95,3.9,trousers
Men Trousers,Arrow,https://m.media-amazon.com/images/I/91TiUiWCLhL._AC_UL400_.jpg,1259,1,5.0,trousers
Men Casual Trousers,U.S. POLO ASSN.,https://m.media-amazon.com/images/I/71345cnojyS._AC_UL400_.jpg,1207,9,2.8,trousers
Mens 5 Pocket Self Printed Trousers,Indian Terrain,https://m.media-amazon.com/images/I/51E1EwqLDCL._AC_UL400_.jpg,1080,20,3.3,trousers
"Checks Cotton Blend Slim Fit Mens Trousers (S21BB86B2IS20FE001,Blue,30)",blackberrys,https://m.media-amazon.com/images/I/51S1NR1H9GL._AC_UL400_.jpg,1299,6,2.7,trousers
Dark Blue Trouser,Raymond,https://m.media-amazon.com/images/I/61su-urG-8L._AC_UL400_.jpg,1169,,,trousers
Men's Slim Casual Trousers,Amazon Brand - Symbol,https://m.media-amazon.com/images/I/71eeiY8CF4L._AC_UL400_.jpg,809,5191,3.7,trousers
Men's Slim Formal Trouser,Amazon Brand - Symbol,https://m.media-amazon.com/images/I/71vWjjmZ1OL._AC_UL400_.jpg,819,1501,3.7,trousers
Structured Polyester Cotton Mens Slim Fit Work Wear Trousers,blackberrys,https://m.media-amazon.com/images/I/51Pf1Qk7hlL._AC_UL400_.jpg,2009,,,trousers
Men's Slim Fit Formal Trousers,Raymond,https://m.media-amazon.com/images/I/71xy7HSPQ1L._AC_UL400_.jpg,1169,1017,3.7,trousers
Men's Slim Fit Regular Cotton Trouser,Ssense Club,https://m.media-amazon.com/images/I/41KdLH419XL._AC_UL400_.jpg,1299,1,5.0,trousers
Men' Straight Trouser (PMTX06909-K8_Black_XS),Park Avenue,https://m.media-amazon.com/images/I/A1iwdwequZL._AC_UL400_.jpg,1039,,,trousers
Dark Blue Trouser,Raymond,https://m.media-amazon.com/images/I/516toALvQCL._AC_UL400_.jpg,1169,1,3.0,trousers
Men's Regular Fit Cotton Trouser,Van Heusen,https://m.media-amazon.com/images/I/71ZSLWPuAYL._AC_UL400_.jpg,1609,12,4.2,trousers
Men Trouser,Park Avenue,https://m.media-amazon.com/images/I/71zwxz311jL._AC_UL400_.jpg,814,1,4.0,trousers
Men's Slim Fit Formal Trouser,MALENO,https://m.media-amazon.com/images/I/51oFFaewVbL._AC_UL400_.jpg,381,20,3.5,trousers
Slim Men's PLEATLESS Smart FIT Medium Fawn Formal Trouser,Park Avenue,https://m.media-amazon.com/images/I/71u0i5Z4aOL._AC_UL400_.jpg,1039,7,3.0,trousers
Navy Trousers,Peter England,https://m.media-amazon.com/images/I/51r-V1UCjnL._AC_UL400_.jpg,849,26,3.5,trousers
Women Skinny Fit Linen Trousers (T59/4153K_Flax_14 Reg_Beige_14),Marks & Spencer,https://m.media-amazon.com/images/I/81uz8EDRbrL._AC_UL400_.jpg,2409,4,3.9,trousers
Mens 4 Pocket Solid Trousers,Indian Terrain,https://m.media-amazon.com/images/I/51f1p+73JmL._AC_UL400_.jpg,,34,3.7,trousers
Men's Slim Fit Cotton Blend Trouser,Colorplus,https://m.media-amazon.com/images/I/81bHeUyGw9L._AC_UL400_.jpg,1273,6,3.1,trousers
Dark Blue Trouser,Raymond,https://m.media-amazon.com/images/I/51R9Ja0hRJL._AC_UL400_.jpg,1049,2,3.0,trousers
Men's (B-95) Skinny Fit Casual Trousers,blackberrys,https://m.media-amazon.com/images/I/71SEK50QmfL._AC_UL400_.jpg,1049,,,trousers
Men's Formal B-95 Slim Fit Non-Stretch Trousers-BP-DO-REYAN,blackberrys,https://m.media-amazon.com/images/I/91LDoVcQeSL._AC_UL400_.jpg,1425,,,trousers
Men's Straight Fit Casual Trousers,Indian Terrain,https://m.media-amazon.com/images/I/71kaYgYQMnL._AC_UL400_.jpg,1790,7,3.3,trousers
Dark Blue Trouser,Raymond,https://m.media-amazon.com/images/I/713cDdXOJYL._AC_UL400_.jpg,1459,10,3.5,trousers
Men's Skinny Fit Casual Trousers (EK-PICASO-PX_Olive Green_30W x 33L),blackberrys,https://m.media-amazon.com/images/I/514GSFGaqDL._AC_UL400_.jpg,1209,3,4.7,trousers
Men's Slim Casual Trousers,Allen Solly,https://m.media-amazon.com/images/I/61xa1gVKa1L._AC_UL400_.jpg,1583,38,3.4,trousers
Dark Grey Trouser,Raymond,https://m.media-amazon.com/images/I/61rpJCB8ldL._AC_UL400_.jpg,893,30,3.8,trousers
Men's Slim Fit Trouser - Casual Wear Trouser Pants,Giordano,https://m.media-amazon.com/images/I/61Y9i3y1IJL._AC_UL400_.jpg,1539,,,trousers
Men's Regular Trouser,Park Avenue,https://m.media-amazon.com/images/I/71XTo0qmosL._AC_UL400_.jpg,781,1,5.0,trousers
Trousers Pants for Women || Trousers Pant for Women || Western Trousers Pants for Women || Women Trousers Pant || Trousers Pantes (J-P-6-9),J B Fashion,https://m.media-amazon.com/images/I/51LXoHY3GML._AC_UL400_.jpg,329,33,3.5,trousers
Men's Slim Casual Trousers,Diverse,https://m.media-amazon.com/images/I/71AZrxoqiBL._AC_UL400_.jpg,629,115,3.7,trousers
US Polo Association Men's Slim Fit Casual Trousers,U.S. POLO ASSN.,https://m.media-amazon.com/images/I/81OMG0s+ypL._AC_UL400_.jpg,1663,16,3.8,trousers
Women's Tapered Fit Pants,Marks & Spencer,https://m.media-amazon.com/images/I/71Iw6-NEGkL._AC_UL400_.jpg,1499,13,3.4,trousers
Men's Slim Casual Trouser,Ruggers by Unlimited,https://m.media-amazon.com/images/I/81o0TPeAHXL._AC_UL400_.jpg,610,120,4.0,trousers
Women's Black Solid High Waist Flare Leg Trousers (Pant 70 $P),Shasmi,https://m.media-amazon.com/images/I/51r1wt+H1NL._AC_UL400_.jpg,399,2,5.0,trousers
Men's Tapered Fit Casual Trousers,Van Heusen,https://m.media-amazon.com/images/I/81BCdgzmViL._AC_UL400_.jpg,859,1,3.0,trousers
Men's Formal Phoenix Skinny Fit Stretchable Trousers-NL-SO-Saber,blackberrys,https://m.media-amazon.com/images/I/51pzLeG6wKL._AC_UL400_.jpg,1555,,,trousers
Boy's Slim Fit Trousers,United Colors of Benetton,https://m.media-amazon.com/images/I/81YGoWMhCBL._AC_UL400_.jpg,830,3,3.2,trousers
Color Plus Men's Loose Trouser (CMTB11641-G6_Grey_L),Colorplus,https://m.media-amazon.com/images/I/81AGu7ihzZL._AC_UL400_.jpg,1989,1,5.0,trousers
Men's Slim Fit Trousers,blackberrys,https://m.media-amazon.com/images/I/51-LOnfXZqS._AC_UL400_.jpg,1299,,,trousers
Men's Casual B-95 Slim Fit Stretchable Khakis-BT-KALM,blackberrys,https://m.media-amazon.com/images/I/81IHKgMWcqL._AC_UL400_.jpg,959,206,3.8,trousers
Mens 4 Pocket Solid Trousers,Indian Terrain,https://m.media-amazon.com/images/I/71vvOvsIMOL._AC_UL400_.jpg,,1,3.0,trousers
"Men's Regular Fit Polyester, Cotton Formal Trousers",AD & AV,https://m.media-amazon.com/images/I/71UerfANBxS._AC_UL400_.jpg,,562,3.1,trousers
Womens 4 Pocket Solid Trousers,Allen Solly,https://m.media-amazon.com/images/I/51oNX1h7CfS._AC_UL400_.jpg,1179,24,3.8,trousers
Men's Straight Formal Trousers,Van Heusen,https://m.media-amazon.com/images/I/71GPsJPoFrL._AC_UL400_.jpg,909,14,3.4,trousers
Slim Dress Pants,Amazon Brand - Symbol,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/81d37fLAwUL._AC_UL400_.jpg,739,12839,3.8,trousers
Men's Tapered Fit Casual Trousers,Van Heusen,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/81BCdgzmViL._AC_UL400_.jpg,859,1,3.0,trousers
Boy's Slim Fit Trousers,United Colors of Benetton,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/81YGoWMhCBL._AC_UL400_.jpg,830,3,3.2,trousers
Men's 4 Pocket Trousers,Indian Terrain,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/51f1p+73JmL._AC_UL400_.jpg,,34,3.7,trousers
Men's Straight Formal Trousers,Van Heusen,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/71GPsJPoFrL._AC_UL400_.jpg,909,14,3.4,trousers
Women's Tapered Fit Pants,Marks & Spencer,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/71Iw6-NEGkL._AC_UL400_.jpg,1499,13,3.4,trousers
Dark Blue Trouser,Raymond,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/510MTkdvW3L._AC_UL400_.jpg,1049,,,trousers
Women Solid Polyester Blend Orange red Trouser,KOTTY,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/61SpLGspvXL._AC_UL400_.jpg,359,3,1.4,trousers
Men's Formal B-91 Skinny Fit Stretchable Trousers-BP-DO-CAIRON,blackberrys,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/511I4vqfxtL._AC_UL400_.jpg,1859,4,4.0,trousers
Cotton Trousers,VEGO,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/61iJ8WbST+L._AC_UL400_.jpg,476,5737,4.2,trousers
Slim Fit Casual Trousers,Indian Terrain,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/81At5QeUfBL._AC_UL400_.jpg,1444,17,3.3,trousers
Men's Formal Trouser,AD & AV,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/71ENUCgsJWL._AC_UL400_.jpg,,562,3.1,trousers
Mens Regular Fit Cargo Style Pants,ADBUCKS,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/6134lu-t-gL._AC_UL400_.jpg,825,18,3.1,trousers
Men Shirt,Park Avenue,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/51zUMWTEKFL._AC_UL400_.jpg,949,2,1.0,trousers
Womens Regular Fit Cotton Trouser Ankle Length,COMZY,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/61sVYxOtJGL._AC_UL400_.jpg,,3,5.0,trousers
Boy's Relaxed Trousers,Indian Terrain,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/51t4KUHVadL._AC_UL400_.jpg,932,5,4.6,trousers
Men's Formal B-95 Slim Fit Non-Stretch Trousers-NL-Argos,blackberrys,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/71Q75fQSZBL._AC_UL400_.jpg,1859,,,trousers
Men Men's Casual Trousers,U.S. POLO ASSN.,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/61DKJgHHUAL._AC_UL400_.jpg,1563,,,trousers
Men's Slim Fit Casual Trousers,U.S. POLO ASSN.,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/81CPHRnh5hL._AC_UL400_.jpg,1259,68,4.3,trousers
Girl's Trousers,ADDYVERO,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/517boTcvwBL._AC_UL400_.jpg,389,,,trousers
Men Slim Fit Casual Trousers,U.S. POLO ASSN.,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/61KkstlhonL._AC_UL400_.jpg,2171,2,4.5,trousers
Women's Pleat-front Pants,Harpa,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/71ZwFVaYyAL._AC_UL400_.jpg,1106,5,3.6,trousers
Girl's Regular Trousers,Allen Solly,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/51ilGUHHF+S._AC_UL400_.jpg,789,5,4.6,trousers
Trousers Pants for Women || Trousers Pant for Women || Western Trousers Pants for Women || Women Trousers Pant || Trousers Pantes (J-P-23-27),J B Fashion,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/510jFmTW-fL._AC_UL400_.jpg,399,,,trousers
Women Solid Chinos Trousers,GO COLORS,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/51q-4ohyfaL._AC_UL400_.jpg,1299,3,4.6,trousers
Formal Trousers,blackberrys,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/81HNRN36LkL._AC_UL400_.jpg,959,6,4.2,trousers
Slim Casual Trousers,Allen Solly,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/61TiKaOyzUL._AC_UL400_.jpg,1470,7,2.7,trousers
Men's Slim Casual Trousers,Indian Terrain,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/91YCsnELoeL._AC_UL400_.jpg,2399,16,3.2,trousers
Cotton Casual Wear Striped Trousers,DHRUVI TRENDZ,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/61pvemvGWKL._AC_UL400_.jpg,279,23,3.5,trousers
Men Trouser,Park Avenue,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/71rrqmm8B2L._AC_UL400_.jpg,949,1,5.0,trousers
Women's Regular Work Pants,Amazon Brand - Symbol,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/61rgrNavqlL._AC_UL400_.jpg,692,682,4.1,trousers
Men Cotton Blend Trouser,Monte Carlo,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/51KNlqcFs0L._AC_UL400_.jpg,2349,1,1.0,trousers
Slim Formal Trouser,Amazon Brand - Symbol,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/71vWjjmZ1OL._AC_UL400_.jpg,849,1501,3.7,trousers
Black Trouser,Raymond,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/71BAX5TOUwL._AC_UL400_.jpg,959,9,2.9,trousers
Men Formal Trouser,Arrow,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/61GnKSm-UWL._AC_UL400_.jpg,1199,,,trousers
Regular Trouser,Park Avenue,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/71LiE6DCqIL._AC_UL400_.jpg,1039,9,3.2,trousers
Khaki Trousers,Parx,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/91PRnfUgzYL._AC_UL400_.jpg,1259,,,trousers
Men's Casual Trousers,U.S. POLO ASSN.,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/715xRwyl+0L._AC_UL400_.jpg,1039,11,3.5,trousers
by Shoppers Solid Cotton Regular Fit Boys Trousers,STOP,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/41wARTPaMFL._AC_UL400_.jpg,799,,,trousers
"Aadi Traders Men's Stretchy Lycra Trousers - Modern Style, Comfort & Fit",Generic,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/719hssANieL._AC_UL400_.jpg,399,,,trousers
Men's 5 Pocket Self Printed Trousers,Indian Terrain,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/5145Kq6HMrL._AC_UL400_.jpg,1049,20,3.6,trousers
Men's Grey Formal Troup,Park Avenue,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/61QKQ52pNTL._AC_UL400_.jpg,1049,3,4.2,trousers
Women's Black High Waist Seam Detail Trousers (Pant 69 $P),Shasmi,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/5120seGoXhL._AC_UL400_.jpg,349,,,trousers
Regular Fit Formal Trousers,McHenry,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/71bZa1PVeBL._AC_UL400_.jpg,924,1414,3.6,trousers
Formal Trousers,blackberrys,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/715OkbXtANL._AC_UL400_.jpg,1685,3,3.3,trousers
Slim Fit Formal Trouser for Men - Polyester Viscose Formal Pants for Gents - Office Formal Pants for Men,Brand Attitude,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/51B8yMZQuIL._AC_UL400_.jpg,479,3,2.9,trousers
Sharma Fashion Stylish Solid Polyester Lycra Casual Office Wear Stretchable Bootcut Trousers for Womens & Girls,Generic,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/31N1NQi2fIL._AC_UL400_.jpg,299,1,3.0,trousers
Navy Trousers,Colorplus,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/61Onlp8e03L._AC_UL400_.jpg,1399,6,4.0,trousers
Men's Slim Fit Casual Trousers,United Colors of Benetton,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/81vmkXqLENL._AC_UL400_.jpg,2399,5,2.7,trousers
Regular Trouser,Park Avenue,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/61sB7dv5Y2L._AC_UL400_.jpg,989,3,5.0,trousers
Slim Casual Pants,blackberrys,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/81zWFBg8X9L._AC_UL400_.jpg,848,127,3.9,trousers
Slim Formal Trouser,Amazon Brand - Symbol,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/71vWjjmZ1OL._AC_UL400_.jpg,819,1501,3.7,trousers
Slim Dress Pants,Amazon Brand - Symbol,https://m.media-amazon.com/images/I/81d37fLAwUL._AC_UL400_.jpg,739,12839,3.8,trousers
Men's Slim Fit Casual Trousers,United Colors of Benetton,https://m.media-amazon.com/images/I/81vmkXqLENL._AC_UL400_.jpg,2399,5,2.7,trousers
Regular Trouser,Park Avenue,https://m.media-amazon.com/images/I/61sB7dv5Y2L._AC_UL400_.jpg,989,3,5.0,trousers
Men's Casual Trousers,blackberrys,https://m.media-amazon.com/images/I/81IHKgMWcqL._AC_UL400_.jpg,959,206,3.8,trousers
Men's 4 Pocket Trousers,Indian Terrain,https://m.media-amazon.com/images/I/71vvOvsIMOL._AC_UL400_.jpg,,1,3.0,trousers
Women's All Occasions Chain Trout,Vogue Tantra,https://m.media-amazon.com/images/I/31DMG4wEsXL._AC_UL400_.jpg,449,11,3.3,trousers
